id,用户,内容,属性,状态,IP,时间,排序,类型,审核管理员,话题
"324943","    Aff：317439982 , MK Vip：undefined 余额：30  |  收益：0  认证：否     "," 她真的好会夹住我，太紧了也 #达人原创  分手后胸还是很漂亮的，说才和男朋友分手，分手心情不好，做完了说已经忘了他了 "," 图片：1  |  视频：1  点赞：4  |  浏览：2585  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：182.149.79.214  城市：四川 "," 创：2026-04-01 17:03:55 改：2026-04-01 20:49:02 ","0","视频","ljl123(id: 263)","达人原创"
"324942","    Aff：456013633 , 上海金主 Vip：undefined 余额：0  |  收益：0  认证：否     "," 美术生 女大学生 御姐脸巨乳肥臀 #原创视频  江苏女大学生全国可飞把她点到上海来特意服务我操的贼爽逼巨嫩巨粉的逼水特别多骚母狗被狠狠的插入了（🔍蜜.... "," 图片：5  |  视频：1  点赞：3  |  浏览：420  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：153.3.60.53  城市：江苏 "," 创：2026-04-01 16:59:57 改：2026-04-01 20:43:26 ","0","视频","ljl123(id: 263)","原创视频"
"324941","    Aff：503794658 , 无语与网络 Vip：undefined 余额：0  |  收益：0  认证：否     "," 微胖多水欠操人妻 #达人原创  广东新会司前人妻有同地域的兄弟吗？私信我分享给各位大哥也去尝尝 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：120.230.190.40  城市：广东 "," 创：2026-04-01 16:57:16 改：2026-04-01 17:10:47 ","0","文字","ljl123(id: 263)","达人原创"
"324940","    Aff：505428444 , 动听心情 Vip：undefined 余额：0  |  收益：0  认证：否     "," 学生妹#程婷婷#自慰 #资源分享  学生妹#程婷婷#自慰 "," 图片：0  |  视频：1  点赞：1  |  浏览：264  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：43.228.227.28  城市：香港 "," 创：2026-04-01 16:51:17 改：2026-04-01 20:46:58 ","0","视频","ljl123(id: 263)","资源分享"
"324939","    Aff：271172850 , 绿帽奴 Vip：undefined 余额：0  |  收益：0  认证：否     "," 绿帽男 分享老婆高跟鞋玉足 尽情意淫我老婆 #达人原创  绿帽男 分享老婆高跟鞋玉足 尽情意淫我老婆 "," 图片：3  |  视频：0  点赞：2  |  浏览：797  点赞(假)：0  |  浏览(假)：0  评论：10  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：120.208.59.134  城市：山西 "," 创：2026-04-01 16:48:45 改：2026-04-01 20:44:09 ","0","图片","ljl123(id: 263)","达人原创"
"324938","    Aff：31668517 , 忧郁闻鞋子 Vip：undefined 余额：0  |  收益：0  认证：否     "," 家有骚妻黑白丝。 #福利自拍  家有骚妻黑白丝。 "," 图片：1  |  视频：0  点赞：1  |  浏览：54  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.55.168.112  城市：山西 "," 创：2026-04-01 16:47:19 改：2026-04-01 19:02:09 ","0","图片","ljl123(id: 263)","福利自拍"
"324937","    Aff：50448381 , 慈祥世界 Vip：undefined 余额：0  |  收益：0  认证：否     "," 绿帽 老婆的骚逼 #达人原创  - "," 图片：0  |  视频：1  点赞：8  |  浏览：2350  点赞(假)：0  |  浏览(假)：0  评论：8  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：60.163.62.51  城市：浙江 "," 创：2026-04-01 16:46:37 改：2026-04-01 20:46:59 ","0","视频","ljl123(id: 263)","达人原创"
"324936","    Aff：391999882 , 细腻与大炮 Vip：undefined 余额：0  |  收益：0  认证：否     "," 签到签到免费免费来看来看 #今日大瓜  复制网址到自带浏览器打开观看抖音400万粉网红深海蜜柚被赵韩倩直播曝光一人战4男玩法十分炸裂淫骚下贱.... "," 图片：0  |  视频：0  点赞：0  |  浏览：105  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：36.248.233.206  城市：福建 "," 创：2026-04-01 16:45:48 改：2026-04-01 20:35:17 ","0","文字","ljl123(id: 263)","今日大瓜"
"324935","    Aff：505145446 , 火星上自行车 Vip：undefined 余额：0  |  收益：0  认证：否     "," 12345678 #瓜友原创  12345678 "," 图片：2  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：182.239.120.133  城市：香港 "," 创：2026-04-01 16:42:19 改：2026-04-01 17:06:27 ","0","图片","ljl123(id: 263)","瓜友原创"
"324934","    Aff：438409568 , 酷炫曲奇 Vip：undefined 余额：0  |  收益：0  认证：否     "," 为了签到煞费苦心 #达人原创  一起签到挣积分 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：171.124.85.169  城市：山西 "," 创：2026-04-01 16:40:33 改：2026-04-01 18:02:41 ","0","文字","ljl123(id: 263)","达人原创"
"324933","    Aff：224313618 , 不吃香菜 Vip：undefined 余额：0  |  收益：17915  认证：  原创主       "," 你不管在公司地位多高 在我这里就是一条母狗 #人妻熟女  你不管在公司地位多高 在我这里就是一条母狗 "," 图片：1  |  视频：1  点赞：0  |  浏览：2695  点赞(假)：0  |  浏览(假)：0  评论：5  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：103.122.93.33  城市：香港 "," 创：2026-04-01 16:35:44 改：2026-04-01 20:47:58 ","0","视频","ljl123(id: 263)","人妻熟女"
"324932","    Aff：224313618 , 不吃香菜 Vip：undefined 余额：0  |  收益：17915  认证：  原创主       "," #女仆#cos 调教母狗女仆 #SM调教  #女仆#cos 调教母狗女仆 "," 图片：0  |  视频：2  点赞：0  |  浏览：110  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：103.122.93.33  城市：香港 "," 创：2026-04-01 16:34:28 改：2026-04-01 20:24:16 ","0","视频","ljl123(id: 263)","SM调教"
"324931","    Aff：505428444 , 动听心情 Vip：undefined 余额：0  |  收益：0  认证：否     "," 学生妹程婷婷裸舞 #资源分享  学生妹程婷婷裸舞 "," 图片：0  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：43.228.227.26  城市：香港 "," 创：2026-04-01 16:34:11 改：2026-04-01 16:35:00 ","0","视频","ljl123(id: 263)","资源分享"
"324930","    Aff：224313618 , 不吃香菜 Vip：undefined 余额：0  |  收益：17915  认证：  原创主       "," 炮友少妇偷偷出来跟我车震 #人妻熟女  炮友少妇偷偷出来跟我车震 "," 图片：1  |  视频：1  点赞：2  |  浏览：1528  点赞(假)：0  |  浏览(假)：0  评论：4  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：103.122.93.35  城市：香港 "," 创：2026-04-01 16:33:01 改：2026-04-01 20:44:09 ","0","视频","ljl123(id: 263)","人妻熟女"
"324929","    Aff：225716434 , 寂寞少妇每日更新 Vip：undefined 余额：0  |  收益：5  认证：否     "," 这套能让老婆达到高潮 #日常吐槽  这套能让老婆达到高潮 "," 图片：0  |  视频：1  点赞：1  |  浏览：2027  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：103.122.93.35  城市：香港 "," 创：2026-04-01 16:31:29 改：2026-04-01 20:48:34 ","0","视频","ljl123(id: 263)","日常吐槽"
"324928","    Aff：77275058 , 卖女孩的小火柴 Vip：undefined 余额：0  |  收益：0  认证：否     "," 66666666666 #福利自拍  66666666666 "," 图片：1  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：110.191.75.156  城市：四川 "," 创：2026-04-01 16:31:06 改：2026-04-01 17:06:39 ","0","图片","ljl123(id: 263)","福利自拍"
"324927","    Aff：225716434 , 寂寞少妇每日更新 Vip：undefined 余额：0  |  收益：5  认证：否     "," 还是人妻玩着舒服 #人妻熟女  还是人妻玩着舒服 "," 图片：7  |  视频：0  点赞：1  |  浏览：740  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：103.122.93.33  城市：香港 "," 创：2026-04-01 16:30:33 改：2026-04-01 20:41:38 ","0","图片","ljl123(id: 263)","人妻熟女"
"324926","    Aff：502910251 , 轻喘丝滑 Vip：undefined 余额：0  |  收益：0  认证：否     "," 吉林长春夫妻绿帽盛宴！老婆翘臀高抬被单男大鸡巴无套狂插，干到喷水哭喊，浓精射满骚穴溢出来 #人妻熟女  长春夫妻今晚直接玩大了！绿帽老公坐在一旁，眼睛直勾勾地看着自己巨乳老婆被单男猛男按在床上疯狂操弄…….... "," 图片：3  |  视频：1  点赞：16  |  浏览：1282  点赞(假)：0  |  浏览(假)：0  评论：1  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：140.245.60.29  城市：火星 "," 创：2026-04-01 16:29:49 改：2026-04-01 20:49:11 ","0","视频","ljl123(id: 263)","人妻熟女"
"324925","    Aff：225716434 , 寂寞少妇每日更新 Vip：undefined 余额：0  |  收益：5  认证：否     "," 粉嫩白虎小狐狸的骚尾巴 #福利自拍  粉嫩白虎小狐狸的骚尾巴 "," 图片：8  |  视频：0  点赞：1  |  浏览：106  点赞(假)：0  |  浏览(假)：0  评论：2  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：103.122.93.34  城市：香港 "," 创：2026-04-01 16:29:48 改：2026-04-01 20:48:42 ","0","图片","ljl123(id: 263)","福利自拍"
"324924","    Aff：225716890 , 独特可乐 Vip：undefined 余额：0  |  收益：16213  认证：  原创主       "," 第一视角带你们看白浆 #日常吐槽  第一视角带你们看白浆 "," 图片：0  |  视频：1  点赞：12  |  浏览：1850  点赞(假)：0  |  浏览(假)：0  评论：3  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：103.122.93.31  城市：香港 "," 创：2026-04-01 16:28:29 改：2026-04-01 20:47:42 ","0","视频","ljl123(id: 263)","日常吐槽"
"324923","    Aff：225716890 , 独特可乐 Vip：undefined 余额：0  |  收益：16213  认证：  原创主       "," 已调教开发老婆两个洞都可以插 #人妻熟女  已调教开发老婆两个洞都可以插 "," 图片：0  |  视频：1  点赞：11  |  浏览：1267  点赞(假)：0  |  浏览(假)：0  评论：5  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：103.122.93.35  城市：香港 "," 创：2026-04-01 16:27:23 改：2026-04-01 20:48:52 ","0","视频","ljl123(id: 263)","人妻熟女"
"324922","    Aff：225716890 , 独特可乐 Vip：undefined 余额：0  |  收益：16213  认证：  原创主       "," 最近挺火的邓乔馨流出，绝对真实 #热搜爆料  最近挺火的邓乔馨流出，绝对真实 "," 图片：2  |  视频：1  点赞：0  |  浏览：155  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：103.122.93.34  城市：香港 "," 创：2026-04-01 16:26:25 改：2026-04-01 19:49:27 ","0","视频","ljl123(id: 263)","热搜爆料"
"324921","    Aff：225716890 , 独特可乐 Vip：undefined 余额：0  |  收益：16213  认证：  原创主       "," 最近挺火的邓乔馨流出，绝对真实 #今日大瓜  最近挺火的邓乔馨流出，绝对真实 "," 图片：2  |  视频：1  点赞：0  |  浏览：1530  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：103.122.93.35  城市：香港 "," 创：2026-04-01 16:26:04 改：2026-04-01 20:46:17 ","0","视频","ljl123(id: 263)","今日大瓜"
"324920","    Aff：505375423 , 沉静演变机器猫 Vip：undefined 余额：0  |  收益：0  认证：否     "," 固定搭子来，长期短期都可 #达人原创  广州找固定搭子，微微卡颜，小s，最好是小狗🐕181长16cm，健康 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：未通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：58.62.208.77  城市：广东 "," 创：2026-04-01 16:20:59 改：2026-04-01 17:10:47 ","0","文字","ljl123(id: 263)","达人原创"
